iter	Logloss
175	0.07772285306
176	0.07755390868
177	0.07736859224
178	0.07728477011
179	0.07702596236
180	0.07675716634
181	0.07660920279
182	0.07639462218
183	0.07623437375
184	0.07603505971
185	0.07590587382
186	0.07581207898
187	0.07563806651
188	0.0755186587
189	0.07534083152
190	0.07521995233
191	0.07506765249
192	0.07492309882
193	0.07480797281
194	0.07466231366
195	0.07447725413
196	0.07426582648
197	0.07406785926
198	0.07389832321
199	0.07379705468
200	0.07367250092
201	0.07355421417
202	0.07342373595
203	0.07324327741
204	0.07312623627
205	0.07305442654
206	0.07286413543
207	0.07280661135
208	0.07263736336
209	0.07247048203
210	0.07233634482
211	0.07222179491
212	0.07203208768
213	0.07186130602
214	0.07170762821
215	0.07158392303
216	0.07135395906
217	0.07119309562
218	0.07111633456
219	0.07089428026
220	0.07075114347
221	0.07056526651
222	0.07039509987
223	0.07035986453
224	0.07024134422
225	0.070121625
226	0.07000550251
227	0.06991897116
228	0.06975604466
229	0.06974125298
230	0.06971131928
231	0.06960159613
232	0.06949780523
233	0.0692873585
234	0.06916116208
235	0.0691008743
236	0.06890487671
237	0.06883590854
238	0.06867407195
239	0.06861038208
240	0.06849770059
241	0.06838565749
242	0.06820298798
243	0.0681374219
244	0.06800974632
245	0.06788947436
246	0.06781754786
247	0.06768436043
248	0.06760618249
249	0.06757226282
250	0.06745596127
251	0.06722573261
252	0.06713401639
253	0.0670069169
254	0.06690508784
255	0.0667844422
256	0.06656645171
257	0.0664644436
258	0.06635510192
259	0.06620228047
260	0.06613353029
261	0.06612067709
262	0.06598423549
263	0.06582904738
264	0.06564257096
265	0.06550198769
266	0.06546125607
267	0.06539305084
268	0.06529569431
269	0.06523046299
270	0.06514493981
271	0.06507832663
272	0.06499351579
273	0.06485719875
274	0.06473523743
275	0.06466628094
276	0.06451882732
277	0.06438758227
278	0.06420962665
279	0.06408290474
280	0.06389334542
281	0.06380920799
282	0.06376331096
283	0.06368625407
284	0.06357099572
285	0.06344187211
286	0.06338600626
287	0.06322432537
288	0.06311166724
289	0.06307471918
290	0.06295766636
291	0.06279188662
292	0.0627306763
293	0.06265010834
294	0.06258569056
295	0.06251173993
296	0.06245976273
297	0.06231110242
298	0.06222504596
299	0.06210593788
300	0.06190030623
301	0.06177600938
302	0.06162293103
303	0.06154604542
304	0.0614829005
305	0.06139186548
306	0.06124907513
307	0.06113577473
308	0.06105686888
309	0.06093174681
310	0.06085102704
311	0.06072542619
312	0.06062405645
313	0.06046845962
314	0.06039270284
315	0.06029089324
316	0.06018704395
317	0.06008911911
318	0.0600049233
319	0.05986254945
320	0.05979088375
321	0.05971514254
322	0.0596504445
323	0.05954659131
324	0.05939095945
325	0.05929247798
326	0.05916364242
327	0.05907750032
328	0.05895186054
329	0.05884972397
330	0.05874875127
331	0.05863246528
332	0.05857272635
333	0.05846220523
334	0.05838196424
335	0.05832688468
336	0.05823662038
337	0.05808719324
338	0.0580210822
339	0.05793983693
340	0.057868288
341	0.05779835448
342	0.05761681382
343	0.05751108442
344	0.05750568935
345	0.05732963718
346	0.05726466276
347	0.05710229679
348	0.05703472994
349	0.05692540383
350	0.05688850247
351	0.05679906728
352	0.05676274202
353	0.05669196771
354	0.05658728541
355	0.05646789317
356	0.0563794428
357	0.05622240573
358	0.05615479606
359	0.0560483154
360	0.05597823785
361	0.05585345833
362	0.05576301497
363	0.05569526517
364	0.05565162192
365	0.05552904557
366	0.05545049395
367	0.05540457356
368	0.0553774386
369	0.0553262983
370	0.05525079844
371	0.05512506913
372	0.05509042545
373	0.05501074888
374	0.05496467279
375	0.05491204164
376	0.05472100706
377	0.05467969933
378	0.05460494294
379	0.05444738038
380	0.05442485809
381	0.05434867703
382	0.05431427469
383	0.05415543537
384	0.05404838251
385	0.05395630039
386	0.05388234975
387	0.05379851984
388	0.05374445234
389	0.05362088729
390	0.05355335158
391	0.05349423155
392	0.05337437999
393	0.05326583239
394	0.05318223992
395	0.05304647173
396	0.05298315554
397	0.05291055952
398	0.05281104652
399	0.05270832607
400	0.05260064261
401	0.05251205989
402	0.05239214994
403	0.05234794617
404	0.05230705884
405	0.05220710599
406	0.05215229112
407	0.05202713791
408	0.0519945495
409	0.05190659348
410	0.05185670658
411	0.05179699878
412	0.05171589754
413	0.05166171327
414	0.05159311878
415	0.05158604213
416	0.05153095479
417	0.05144594543
418	0.05139104104
419	0.05132553334
420	0.05121811458
421	0.05108412139
422	0.05098980495
423	0.05083892589
424	0.05078601448
425	0.05068385455
426	0.05057211895
427	0.05051294444
428	0.05044898987
429	0.05040134119
430	0.05029990527
431	0.05017521917
432	0.0501265156
433	0.05004135443
434	0.0500178668
435	0.04995984447
436	0.04990699145
437	0.04981514288
438	0.04975861141
439	0.04971049951
440	0.04966707035
441	0.04959768179
442	0.04952013444
443	0.04941023223
444	0.04930090612
445	0.04925718891
446	0.04918395062
447	0.0491170961
448	0.04902528646
449	0.04895740431
450	0.04889463697
451	0.04878574293
452	0.04868042615
453	0.04859289053
454	0.04845684596
455	0.04842654637
456	0.04834893674
457	0.0482341961
458	0.04818316868
459	0.04806892239
460	0.04802795332
461	0.04793725306
462	0.04783888058
463	0.04780202593
464	0.04774027455
465	0.04764451007
466	0.04756971865
467	0.04749932192
468	0.04739018654
469	0.04729180239
470	0.04722978242
471	0.04713953369
472	0.04710788338
473	0.04703951466
474	0.04697679403
475	0.04690089323
476	0.04683277364
477	0.04674823138
478	0.04670426505
479	0.04665287952
480	0.04658134227
481	0.04655946226
482	0.0464745035
483	0.0464000118
484	0.04631266691
485	0.04624107517
486	0.04616647448
487	0.04607942932
488	0.04601069081
489	0.0459231435
490	0.04586160621
491	0.04576217885
492	0.0456970137
493	0.04567316016
494	0.04559773815
495	0.04545335575
496	0.04539489746
497	0.04529867367
498	0.04525174511
499	0.04521619057
500	0.04510213112
501	0.04502646388
502	0.04495800953
503	0.04488928659
504	0.04479194953
505	0.04470074712
506	0.04466554681
507	0.04460303637
508	0.04453895335
509	0.04448870445
510	0.04441691029
511	0.04437163995
512	0.04426490239
513	0.04419560724
514	0.0441476783
515	0.04408737494
516	0.04403914627
517	0.04397452218
518	0.04393151731
519	0.04385433976
520	0.04381657814
521	0.04372819394
522	0.04364102422
523	0.04354657543
524	0.04349228217
525	0.04344941743
526	0.04338328303
527	0.04332600029
528	0.04331512451
529	0.04328176537
530	0.04323572431
531	0.04315370054
532	0.04312280149
533	0.04304624674
534	0.04303461581
535	0.04300994873
536	0.04292693625
537	0.04286064226
538	0.04281263546
539	0.04273899234
540	0.04268274891
541	0.04264372222
542	0.04256728815
543	0.04251007547
544	0.04242457176
545	0.04232981156
546	0.04224823154
547	0.04218228009
548	0.04209918197
549	0.04202138161
550	0.0419702997
551	0.04187215299
552	0.04182340661
553	0.04176588253
554	0.04170997775
555	0.04159865866
556	0.04148013835
557	0.0414359735
558	0.04137707146
559	0.04134070338
560	0.04128651522
561	0.04119968804
562	0.04114534806
563	0.04108855968
564	0.04106338657
565	0.04102001969
566	0.04096153026
567	0.04092011744
568	0.04084778221
569	0.04083895781
570	0.04075742449
571	0.04069419394
572	0.04066529177
573	0.0406144979
574	0.0405389163
575	0.04046784226
576	0.040399964
577	0.04035127601
578	0.04030532837
579	0.04028162275
580	0.04020418829
581	0.04014114068
582	0.04008146014
583	0.04000494042
584	0.03994625637
585	0.03989093547
586	0.03979583273
587	0.03972844494
588	0.03965863208
589	0.03958247438
590	0.03954235778
591	0.03947776872
592	0.03939453047
593	0.03934456183
594	0.03930010893
595	0.039244282
596	0.0391234612
597	0.0389987206
598	0.0389579734
599	0.03891197516
600	0.03885613656
601	0.03883644415
602	0.03877761997
603	0.03870119367
604	0.03866407823
605	0.03861868722
606	0.0385669864
607	0.038535013
608	0.0385026309
609	0.03845429712
610	0.0384254222
611	0.03838307906
612	0.03835830299
613	0.03833778537
614	0.03829144458
615	0.03824297847
616	0.03821132816
617	0.03818570351
618	0.03814409217
619	0.03810610479
620	0.03809396393
621	0.03808121973
622	0.03802600393
623	0.03797351292
624	0.03793360652
625	0.03787673639
626	0.03780246657
627	0.03776345545
628	0.03770990177
629	0.03765533603
630	0.03759618097
631	0.03754451129
632	0.03750229271
633	0.0374616039
634	0.03739437181
635	0.03730237533
636	0.03729077943
637	0.0372583039
638	0.03723645502
639	0.03719370316
640	0.03713651385
641	0.03708973709
642	0.03707445884
643	0.03702931307
644	0.03698041098
645	0.03696132582
646	0.03694665091
647	0.03693252486
648	0.03692074601
649	0.03686327642
650	0.03682095275
651	0.03680482981
652	0.0367710892
653	0.03673529722
654	0.03672384535
655	0.03666391178
656	0.03665516522
657	0.03664281806
658	0.03661807313
659	0.03657044391
660	0.03655674604
661	0.03651380344
662	0.03645648178
663	0.03644060407
664	0.03643162396
665	0.03638469151
666	0.03632007132
667	0.03626786835
668	0.03624671625
669	0.03620482075
670	0.0361703717
671	0.03612775608
672	0.03611463819
673	0.03604868675
674	0.0360123576
675	0.03596683424
676	0.03590106964
677	0.03584878493
678	0.03580596301
679	0.03574669507
680	0.03570489689
681	0.03569493196
682	0.03565685117
683	0.03560969294
684	0.03551862678
685	0.03541322825
686	0.03538042185
687	0.03529975268
688	0.035238628
689	0.03517415572
690	0.03514533529
691	0.03509499686
692	0.0350669238
693	0.03503236576
694	0.0350153164
695	0.03498118654
696	0.03496605231
697	0.03490494709
698	0.03488683117
699	0.03484851681
700	0.0347934684
701	0.03470517373
702	0.03465580064
703	0.03461459802
704	0.03458614739
705	0.03454118845
706	0.03446943711
707	0.03441737817
708	0.03437688399
709	0.03432456036
710	0.03431475114
711	0.03426938738
712	0.03425350578
713	0.03424161016
714	0.03419266526
715	0.0341568071
716	0.03414059464
717	0.03410293423
718	0.03406401264
719	0.03403091431
720	0.03398573739
721	0.03394270138
722	0.03386167409
723	0.03381987591
724	0.03378208705
725	0.03374086108
726	0.0336928932
727	0.03366727634
728	0.03363442713
729	0.03355632315
730	0.03346364547
731	0.03342705551
732	0.03339407785
733	0.03334430772
734	0.03330110433
735	0.0332595903
736	0.03322811905
737	0.03319337806
738	0.03315785856
739	0.03309785493
740	0.03302273264
741	0.03296943197
742	0.03288491307
743	0.03280606173
744	0.03275839358
745	0.03271603487
746	0.03268981077
747	0.03259798751
748	0.03251175783
749	0.03247982726
750	0.03244230699
751	0.03242287733
752	0.0323917856
753	0.03235757983
754	0.03232392292
755	0.03227575069
756	0.03224796762
757	0.03221905767
758	0.03218921739
759	0.03215623583
760	0.03212105498
761	0.03210223256
762	0.03209151832
763	0.03202870038
764	0.03198354293
765	0.03194789886
766	0.03191630694
767	0.03189547792
768	0.03186430834
769	0.03183574677
770	0.03180259004
771	0.0317089003
772	0.03167688019
773	0.03162271149
774	0.03159304249
775	0.03154545803
776	0.03151681666
777	0.03145205634
778	0.03140635004
779	0.03136133272
780	0.03127592437
781	0.03124137995
782	0.03121673623
783	0.03116061347
784	0.03112584328
785	0.03109256199
786	0.03106483927
787	0.03099358228
788	0.0309740845
789	0.03094658754
790	0.03086740143
791	0.03080219152
792	0.0307715922
793	0.03074161958
794	0.03071139589
795	0.03066030619
796	0.03061279375
797	0.03052425385
798	0.03049769693
799	0.03047779434
800	0.03047121982
801	0.03043577233
802	0.03040907918
803	0.0303488926
804	0.03025882487
805	0.03021841049
806	0.03017761853
807	0.03013510023
808	0.03007857459
809	0.03004224349
810	0.0300160953
811	0.02998503276
812	0.0299379738
813	0.02991122421
814	0.02987556652
815	0.02984159431
816	0.02981788869
817	0.02973412105
818	0.02967675267
819	0.02965319497
820	0.0295751377
821	0.02953871708
822	0.02947394313
823	0.02944272878
824	0.02936082762
825	0.02932875108
826	0.02930062742
827	0.02927037842
828	0.02924289314
829	0.02920259359
830	0.02917242829
831	0.02911773993
832	0.02906414538
833	0.0290081647
834	0.02899238041
835	0.02891271163
836	0.02888871407
837	0.02886121711
838	0.02880092738
839	0.0287538509
840	0.0287011711
841	0.02866258427
842	0.02863683895
843	0.02860972735
844	0.0285821759
845	0.02856717402
846	0.02851815126
847	0.02846440685
848	0.02839733824
849	0.02834627969
850	0.02833472271
851	0.02828250613
852	0.02823682123
853	0.02817584057
854	0.02814186447
855	0.02811830482
856	0.02806887724
857	0.02799920063
858	0.02796198008
859	0.02791827844
860	0.02784423633
861	0.02780106603
862	0.02778408673
863	0.02776692838
864	0.02775199267
865	0.02770092244
866	0.02768631565
867	0.02767192101
868	0.0276092179
869	0.02759752468
870	0.0275307811
871	0.02749336398
872	0.02743854912
873	0.02740288754
874	0.02737919944
875	0.02736393092
876	0.02734763866
877	0.0273167435
878	0.02730021185
879	0.02724831834
880	0.02723215453
881	0.02717176554
882	0.02714960721
883	0.02710162571
884	0.02706839114
885	0.02705203076
886	0.0269936873
887	0.0269637789
888	0.02691133266
889	0.02688940204
890	0.02687615764
891	0.02681338252
892	0.0267795952
893	0.02671996136
894	0.02670426271
895	0.02668189029
896	0.02664938752
897	0.02662064689
898	0.02659238699
899	0.02655773552
900	0.02649572528
901	0.02644813304
902	0.0263876915
903	0.02636508942
904	0.02632230253
905	0.02629407571
906	0.02625603579
907	0.0261896075
908	0.02613730139
909	0.02612480241
910	0.02611250002
911	0.02607876135
912	0.02604367392
913	0.02597815261
914	0.02593600215
915	0.02591329107
916	0.02586323485
917	0.02583448838
918	0.02577354081
919	0.02575036263
920	0.02571744724
921	0.02569567622
922	0.02566117267
923	0.02564500887
924	0.02561540798
925	0.02558530691
926	0.02554509494
927	0.02552283929
928	0.02550634462
929	0.0254626605
930	0.02545097896
931	0.02543939084
932	0.02542484439
933	0.02539608041
934	0.02537499253
935	0.02532534502
936	0.02530363239
937	0.02527076565
938	0.02521759539
939	0.02515611843
940	0.02510408674
941	0.02508811561
942	0.02506563226
943	0.02503914347
944	0.02498543019
945	0.02496430339
946	0.02491366717
947	0.02490266878
948	0.02486882502
949	0.02484876477
950	0.02482818876
951	0.02480859562
952	0.02478843806
953	0.02477090797
954	0.02474530473
955	0.02471673537
956	0.02469428899
957	0.02464803384
958	0.02462832392
959	0.02459789393
960	0.02458149268
961	0.02453933249
962	0.02451176546
963	0.02448988934
964	0.02445917519
965	0.02443779147
966	0.02439299019
967	0.02435818497
968	0.02432926334
969	0.0243060871
970	0.02428351422
971	0.0242556027
972	0.02424237777
973	0.0242294584
974	0.02420296572
975	0.02415744237
976	0.02412940823
977	0.02410362594
978	0.02406300915
979	0.02401871195
980	0.02398300755
981	0.02396231671
982	0.02393723702
983	0.02389782497
984	0.02385359394
985	0.02384010821
986	0.02381564549
987	0.02379538088
988	0.02375593185
989	0.02374585794
990	0.02369331048
991	0.02367586408
992	0.02365507788
993	0.02363920406
994	0.0236065378
995	0.02356069331
996	0.02354769804
997	0.02352532951
998	0.02348058078
999	0.02346078133
